survey_date,response_date,total_spend,spend_reported,seating_segment,member_segment,feedback,has_feedback,primary_theme,sentiment
00:18.0,56:06.0,558.0,true,Floor/Pit,UNKNOWN,"The fact that I had floor seats, A2 row 2, but I wasnt able to enjoy the show was appalling. There were people constantly standing in front of the fence, when they didnt have seats there. Security wouldn't do anything abiut it. It was very disappointing.",true,Staff and service,negative
00:18.0,28:53.0,79.95,true,General,UNKNOWN,My friends who came around 9:15 said they didnt get asked for vaccination records.,true,Other / unclassified,neutral
00:18.0,38:36.0,99.95,true,General,UNKNOWN,"Yes, my seat was under the overhang on the side. We felt the sound had and echo to it. My negative mark are purely for sound, everything else was pretty decent.",true,Other / unclassified,
28:03.0,09:14.0,389.5,true,Floor/Pit,UNKNOWN,Nicer staff,true,Staff and service,positive
57:48.0,50:25.0,79.0,true,General,UNKNOWN,Better traffic management and parking. More staff for entrances so the lines are so backed up,true,Parking and transportation,neutral
19:30.0,46:13.0,78.0,true,General,NO,"You probably know this already, but getting to the game via car is an absolute disaster. It took us ~2 hours to park (coming from Los Feliz), therefore we completely missed the first half.",true,Other / unclassified,negative
10:37.0,26:30.0,259.2,true,General,YES,more people selling up and down the aisles.,true,Other / unclassified,neutral
28:03.0,58:11.0,399.0,true,General,UNKNOWN,"dont let people resale tickets for more than what they payed for. If they resale tickets, make it so that itâ€™s the original price.",true,Affordability and value,neutral
00:18.0,20:36.0,259.88,true,General,UNKNOWN,There was annoying white light on for the majority of the time that kept blinding me when I was looking at the stage. Such a buzz kill. It didnâ€™t get turned off until headliner.,true,Other / unclassified,negative
57:48.0,27:25.0,1500.0,true,VIP Floor/Pit,UNKNOWN,"I purchased VIP Pit tickets which were very expensive.  They didnâ€™t provide a restroom or drink option.  The entrance was also located on the complete other side of the stadium.  There was nothing VIP about the setup, unacceptable for what the price was.",true,Entry and wayfinding,negative
28:03.0,36:26.0,399.0,true,General,UNKNOWN,More directions outside the venue as to where parking is or where to go for VIP check in.,true,Parking and transportation,neutral
28:03.0,36:26.0,399.0,true,General,UNKNOWN,More info on how to purchase parking and where to go. More info on merch and where VIP check in is. More info on soundcheck,true,Parking and transportation,neutral
28:03.0,03:13.0,779.0,true,Floor/Pit,UNKNOWN,If the event had started later in the evening you would have been able to appreciate the lighting design of the show better.,true,Other / unclassified,neutral
28:03.0,53:04.0,399.0,true,Floor/Pit,UNKNOWN,Love this place,true,Other / unclassified,positive
19:30.0,08:20.0,164.58,true,General,YES,Stop with the token give aways. It's always something that ends up in the landfill.,true,Other / unclassified,negative
00:18.0,25:48.0,79.95,true,General,UNKNOWN,Provide timelines of the show,true,Other / unclassified,neutral
00:18.0,52:49.0,99.95,true,Premium,UNKNOWN,Restroom in the club seating area is far too small for the amount of seating.  Wait time is ridiculous for both the men's and women's restroom.,true,Restrooms,negative
28:03.0,12:37.0,389.5,true,Floor/Pit,UNKNOWN,"Half the food that is sold contains dairy. I just wanted a burger without cheese and the lady who was in charge was really rude about not allowing me to have a burger without cheese. she said as I was walking away â€œsee how easy  that was? You out your foot down and they walk away, simple as that.â€ The man at the stand said he would do it if he could and he was the only nice person working. If i could eat dairy i would, but the food options are abysmal.  I ended up getting chicken tenders and fries and the tenders were really dry. Luckily the fries were okay but to spend all that money to only be happy with fries is upsetting.",true,Food and beverage,negative
00:18.0,09:24.0,299.85,true,General,UNKNOWN,Staff should direct attendees the correct way for seats. Had to walk around. Better merch process. Mobile pick up? Signage on what is sold. Sight blocked and lighting wasnt too great. Concert has tooo much lights flashing. It hurt my eyes. Whole row shook. Bottled beverages with no caps served- peoples' hair went inside drinks.,true,Entry and wayfinding,negative
19:30.0,10:42.0,255.08,true,General,YES,I'm starting to feel more guilt at the waste generated by these giveaways than goodwill towards the products that they promote.,true,Other / unclassified,negative
00:18.0,56:46.0,299.85,true,General,UNKNOWN,For the seats 234 row G   if screens were turned towards those areas that would be awesome - or at least more screens to accommodate viewing enjoyment.,true,Other / unclassified,positive
57:48.0,28:20.0,79.5,true,General,UNKNOWN,"Entry experience was HORRIBLE. No organized lines, everyone crowding in, took over 30 mins to enter stadium. No one was checking tickets in East2 and people were saving seats for others who hadn't arrived yet and we couldn't even sit in the section we paid for!!! GA seating sections are horrible and should have assigned seats.",true,Entry and wayfinding,negative
00:18.0,11:15.0,299.88,true,Floor/Pit,UNKNOWN,Need Sufficient Soap & T/P for Day2 Events!,true,Other / unclassified,neutral
10:37.0,14:19.0,114.78,true,General,YES,No,false,Other / unclassified,negative
10:37.0,19:35.0,180.0,true,General,YES,"This was my first home game vs Galaxy and I appreciate the concerted effort all around to ensure a safe, fun game for all given the rivalry",true,Other / unclassified,positive
10:37.0,11:08.0,273.6,true,General,YES,Can you provide micro markets or smaller stand with faster service on big games?,true,Staff and service,neutral
57:48.0,11:10.0,159.0,true,General,UNKNOWN,Clearer signage about what gate to go into. It was not cleAr at all,true,Entry and wayfinding,negative
57:48.0,32:56.0,198.0,true,General,UNKNOWN,"Your bag policy listed on ticketmaster s site is unclear. I looked up the bag policy and it read that i could bring the bag i had, but that wasn't the case",true,Other / unclassified,negative
28:03.0,51:24.0,199.5,true,Floor/Pit,UNKNOWN,no,false,Other / unclassified,negative
57:48.0,30:00.0,199.0,true,Premium,UNKNOWN,"We were told (7pm) that there had been an incident and that the bag policy had changed at the first security checkpoint we went to and that my wife needed to check her small bag (less than 7.5 x 4.5 or whatever the requirement was) - paid $10 to go check it, and once we found the correct entrance, people were being allowed in with backpacks (not clear). The bar in the Founders Club was a nightmare - staff was extremely slow and had no training/knowledge of how to manage a bar. Many people very angry in line and fighting.",true,Food and beverage,
10:37.0,52:58.0,151.2,true,General,YES,Basically paid $14 for 3 miniature chicken tenders and a bucket of fries. Fix the portion and or price because itâ€™s awful.,true,Affordability and value,negative
00:18.0,47:08.0,299.88,true,Premium,UNKNOWN,,false,Other / unclassified,
00:18.0,30:24.0,199.9,true,General,UNKNOWN,"The bathroom situation was HORRIBLE. The bathrooms were flooded, and the floors were so wet people were slipping and falling onto the floor.  Also - $7 or so for a bottle of water? That's ridiculous. I'm also not fat, not even close - 6' and 170lb, but the seats were so narrow I barely fit.",true,Restrooms,negative
28:03.0,44:24.0,399.0,true,General,UNKNOWN,"some staff were pretty rude or seemed rude, they recorded one of my friends while laughing at her screaming at a member so yeah ðŸ˜­",true,Staff and service,negative
10:37.0,11:39.0,462.48,true,General,YES,Popcorn line is always too long.,true,Queues and wait times,negative
28:03.0,02:13.0,598.5,true,Floor/Pit,UNKNOWN,"Very unsatisfied with staff who separated my minor daughter from her chaperone! She was scared and lost for a good 15 minutes since your staff refused for her to go after her chaperone. This situation could have turned badly! Floor seating was bad. I will never buy floor seats since we were not able to see the stage and preformers from our seat. B2 row 17 seat 9, 10, 11.9",true,Staff and service,negative
00:18.0,38:00.0,99.95,true,General,UNKNOWN,Parking is atrocious.,true,Parking and transportation,negative
19:30.0,51:02.0,,false,Unknown,NO,Parking!!! What the heck was the issues Tuesday! We spent 45 mins trying to park. We missed the entire 1st half of match for your lack of signage directions and pre sale passes. We could have turned right into lot 2 but they forced us to go all the way to the end of the line and  make a left hand turn. Wasting even more time.,true,Parking and transportation,negative
00:18.0,13:55.0,149.95,true,Floor/Pit,UNKNOWN,"No where on the website did it no thereâ€™s no cigarettes or vapes allowed. I saw many people have to toss their items which is very unfortunate as they are expensive. It would be helpful to state this with the ticket purchase thatâ€™s itâ€™s a no smoking venue. Although, I think since it was outdoors, smoking should have been allowed!",true,Staff and service,negative
28:03.0,29:08.0,159.0,true,General,UNKNOWN,Safest walking route to the stadium. Exit signs with street descriptions. Directions to the main road via foot.,true,Other / unclassified,neutral
10:37.0,11:42.0,345.6,true,General,YES,Make the game safer,true,Other / unclassified,neutral
00:18.0,42:41.0,159.9,true,General,UNKNOWN,"The only one I have is to have signs or something that tells people where the bar areas are. Also, the toilets didn't have toilet paper towards the end of the night",true,Food and beverage,negative
28:03.0,09:28.0,119.0,true,General,UNKNOWN,No,false,Other / unclassified,negative
28:03.0,16:39.0,798.0,true,Premium,UNKNOWN,Other moods of transportation to and from. Traffic cops to help with the flow. It was a nightmare getting out of there. Police should close certain ways of traffic or control the flow not the street lights.,true,Parking and transportation,negative
00:18.0,39:02.0,99.95,true,Unknown,UNKNOWN,"You need better parking and better signs and it needs to be clearly stated where to go and wjo can go there. All the lines, lots and lots of multipleines were very frustrating",true,Parking and transportation,negative
57:48.0,16:26.0,159.0,true,General,UNKNOWN,Getting into the stadium was a disaster. Need better line management control and better exiting processes.,true,Queues and wait times,negative
10:37.0,59:15.0,300.48,true,General,YES,"BBQ, coffeeâ€¦",true,Other / unclassified,neutral
57:48.0,34:41.0,119.0,true,General,UNKNOWN,"Better traffic management. More food option. It was impossible to find our assigned seats because seat numbers dont match what's stated on our tickets. If it was first come first serve, it should be stated clearly. Other concert goers were confused as well.",true,Parking and transportation,
00:18.0,25:11.0,159.9,true,General,UNKNOWN,More food options would be nice.,true,Food and beverage,positive
28:03.0,15:58.0,119.0,true,General,UNKNOWN,The deats are extremely steep dangeous and terrifying,true,Other / unclassified,negative
57:48.0,46:14.0,1284.0,true,VIP Floor/Pit,UNKNOWN,VIP should have had access to a bar nearby; WAY too few options to purchase mixed drinks; why limit exits to just a handful of spots?,true,Food and beverage,negative
28:03.0,40:09.0,119.0,true,General,UNKNOWN,Better traffic control! Took 45mins to go 500ft once concert was over and we were of the first ones out of the off site parking lot (behind the 7 eleven) affiliated with BMO,true,Parking and transportation,negative
28:03.0,40:09.0,119.0,true,General,UNKNOWN,That traffic control was useless,true,Parking and transportation,negative
10:37.0,42:54.0,331.2,true,General,YES,More drink only stands that donâ€™t only sell the black and gold beer.,true,Food and beverage,neutral
57:48.0,58:14.0,199.0,true,Premium,UNKNOWN,"The bartenders in the Flunders club were absolutely terrible. Not rude or anything just extremely slow and didnâ€™t know much. One didnâ€™t even know what liquor was available. I also was over hard. Total with tip was $85 and I checked my bank statement and it was $94.60. Not much, I get it, but thatâ€™s not cool.",true,Other / unclassified,
19:30.0,19:33.0,57.25,true,General,YES,Have more of the giveaways and also sell the same beers at all beer sales areas. We waste time going from stand to stand when we want to get the beers we like.,true,Food and beverage,negative
00:18.0,26:52.0,199.9,true,Premium,UNKNOWN,Noje,true,Other / unclassified,neutral
00:18.0,35:19.0,199.9,true,Premium,UNKNOWN,"It was great,   Official concert shirts outside the venue would have been nice",true,Other / unclassified,positive
00:18.0,08:18.0,299.88,true,Floor/Pit,UNKNOWN,Bathrooms down at the pit level.,true,Restrooms,neutral
19:30.0,31:26.0,,false,Unknown,YES,Anything with our LAFC logo is just beautiful,true,Other / unclassified,positive
28:03.0,31:17.0,318.0,true,General,UNKNOWN,There was a security man on the floor who was very rude and disrespectful to many fans around me. He totally killed the vibe and he was the only security taking things too far.,true,Staff and service,negative
28:03.0,59:57.0,779.0,true,Floor/Pit,UNKNOWN,It was very smart to put a small Women's restroom sign over some of the Men's restrooms given the audience but more frequent toilet paper refills would have been good.,true,Restrooms,positive
10:37.0,04:15.0,1503.96,true,Premium,YES,i love coming to the games and have had great experiences. my only disappointment and let down is the food choice degradation of the food chices.,true,Food and beverage,positive
19:30.0,29:45.0,85.56,true,General,YES,Was trying to park a car in the disaster around stadium so missed it,true,Other / unclassified,negative
28:03.0,41:59.0,159.0,true,Premium,UNKNOWN,"Improve speakers, faster entry and better signage of where to line up and what the lines are for. Faster Merch lines. Cheaper parking. Parking prices was crazy.",true,Queues and wait times,negative
28:03.0,23:39.0,119.0,true,General,UNKNOWN,Outstanding operation. Thank you!,true,Other / unclassified,positive
57:48.0,40:11.0,398.0,true,Floor/Pit,UNKNOWN,"Suggestions: visible signs on where to check in, we stood in the wrong line for our section for about an hour until someone told us otherwise. It was very unorganized on where to enter the stadium for your given section. Clearer directions and instructions would have helped! Thank you!",true,Entry and wayfinding,
00:18.0,29:17.0,199.9,true,General,UNKNOWN,The bathrooms were very clean but the papertowels wouldnt come out.,true,Restrooms,neutral
00:18.0,27:28.0,199.9,true,Premium,UNKNOWN,Parking sucks,true,Parking and transportation,negative
28:03.0,56:06.0,399.0,true,Premium,UNKNOWN,Everything is good there ðŸ‘ðŸ¤¯,true,Other / unclassified,positive
28:03.0,35:51.0,199.0,true,General,UNKNOWN,no,false,Other / unclassified,neutral
10:37.0,03:07.0,1111.98,true,Premium,YES,THANK YOU!!!,true,Other / unclassified,positive
57:48.0,17:23.0,259.0,true,General,UNKNOWN,No seating arrangement and some staff need re-orientation about which gate to enter,true,Entry and wayfinding,negative
00:18.0,40:01.0,299.9,true,Floor/Pit,UNKNOWN,"very poor set up for exiting the property (walking everyone out), need many more exit pathways rather than having to herd everyone through very few exits outside the stadium",true,Other / unclassified,negative
28:03.0,48:09.0,199.5,true,Premium,UNKNOWN,Eating areas around the stadium,true,Other / unclassified,neutral
28:03.0,31:28.0,159.0,true,General,UNKNOWN,good !,true,Other / unclassified,positive
28:03.0,00:09.0,399.0,true,General,UNKNOWN,a brief video on concert etiquette would be amazingly helpful for the younger crowds new to the concert going,true,Staff and service,positive
28:03.0,53:04.0,199.0,true,General,UNKNOWN,no,false,Other / unclassified,neutral
57:48.0,33:29.0,208.5,true,General,UNKNOWN,"It was awesome! Somewhat disappointed with the beverage selection. I usually drink light beer and there wasn't any available. We ended up having margaritas instead, but the frozen machine was not working so the margaritas weren't the best quality. Aside from that, great venue! Loved the stadium (first time there), sound quality was top level, parking was convenient & well run (prepaid), bathrooms were even spotless.",true,Food and beverage,positive
57:48.0,08:43.0,159.0,true,General,UNKNOWN,"For concerts, it would be nice to enforce a seat policy :) a lot of the late comers decided to stand on the steps therefore blocking views of the people that actually came in early enough to get a good seat.",true,Other / unclassified,negative
10:37.0,11:03.0,231.24,true,General,YES,No,false,Other / unclassified,neutral
00:18.0,42:59.0,259.9,true,General,UNKNOWN,Have more food available if possible or more options,true,Food and beverage,neutral
00:18.0,09:55.0,199.9,true,General,UNKNOWN,"Entrance staff checking bags and standing by the metal detector are assholes. Cursed out people, throwing F-bombs and insulting guests. Unprofessional and should be fired.",true,Entry and wayfinding,negative
28:03.0,01:18.0,119.0,true,General,UNKNOWN,"Better signage for parking, Gps gives different directions than what was the true direction.",true,Entry and wayfinding,negative
28:03.0,22:26.0,119.0,true,General,UNKNOWN,No,false,Other / unclassified,neutral
00:18.0,13:05.0,299.9,true,Floor/Pit,UNKNOWN,"I loved being in the PIT for this show however, I think the exits should be more available. It gave a very bottleneck feeling when we were leaving. Other than that I very much enjoyed the show, merch, and beer lines.",true,Food and beverage,positive
57:48.0,51:06.0,99.5,true,Floor/Pit,UNKNOWN,Mandatory vaccinate or COVID testing as policing masking policy in a GA Pit is practically impossible.,true,Other / unclassified,negative
10:37.0,42:48.0,252.0,true,General,YES,Wish they would offer gluten free options for food and cidars,true,Food and beverage,neutral
00:18.0,34:44.0,129.94,true,Floor/Pit,UNKNOWN,"Make stage higher so people can see, also in the middle like metallica does",true,Other / unclassified,neutral
19:30.0,43:24.0,51.76,true,General,YES,Bring in someone to sing the national anthem for the games. Itâ€™s a nice idea to have the fans sing it but it sucks and doesnâ€™t sound good,true,Fan atmosphere and connection,negative
28:03.0,28:11.0,497.5,true,General,UNKNOWN,Parking signage and directions on the day of the concerts MUST be better.  I have been to TWO concerts and the directions and signage are terrible,true,Entry and wayfinding,negative
00:18.0,33:59.0,149.95,true,Floor/Pit,UNKNOWN,They barely checked vaccine cards and didn't mandate masks so I was a little uncomfortable,true,Other / unclassified,negative
28:03.0,36:45.0,238.0,true,General,UNKNOWN,Train the security screening staff better. They forced me and my grouo to toss out all our new batteries that we were going to use for our lightsticks.,true,Staff and service,negative
57:48.0,18:23.0,49.5,true,General,UNKNOWN,Keep on making it more environmentally friendly,true,Staff and service,positive
00:18.0,59:55.0,259.9,true,General,UNKNOWN,Uber drivers do not seem to know about the drop off point. We waited a long time for a ride after the show.,true,Parking and transportation,negative
57:48.0,48:37.0,129.5,true,General,UNKNOWN,"GA Seats, security lines and bar lines were awful. Nobody was checking section tickets so my section was full as my friends and I arrived. We were forced to stand behind our section or go up to the upper levels. Bad experience.",true,Queues and wait times,
28:03.0,29:09.0,59.5,true,General,UNKNOWN,Waited 20 minutes to get two drinks I paid for because they didn't call my order number and it was very unorganized. I had to ask for my drinks myself.,true,Other / unclassified,negative
57:48.0,34:44.0,1250.0,true,VIP Floor/Pit,UNKNOWN,Improve the bathroom and food/drink experience for VIP Floor ticket holders. It was horrible having to first walk all the way up to the concourse for the bathroom and second even worse that they would only let us return to the floor from the back of the field. Also having drinks setup in the back was not ideal either.,true,Food and beverage,negative
57:48.0,24:31.0,99.5,true,Floor/Pit,UNKNOWN,"Getting in was a TERRIBLE experience. Bad line management, lots of bottlenecks, not enough signage, too few gates, too many steps (security + ticket + wristband). Half the contactless ticket scanners did not work. Improve the arrival experience!!!",true,Entry and wayfinding,negative
28:03.0,49:05.0,299.0,true,General,UNKNOWN,Have louder music,true,Other / unclassified,neutral
00:18.0,10:28.0,499.78,true,General,UNKNOWN,"It is very difficult to find your seat if people are standing in front of the signs, especially in the Club sections. It has taken 30 minutes just to find my seat.  I've asked people to move because  I thought they were in the wrong seat. I sat through the entire Slipknot concert in the wrong seat. ðŸ˜” If you put the signs above the front of each section and separate the A, B, C , D and E on the tickets; It would be sooooooo much easier.  ðŸ˜œ Sorry,  I talk way too much! ðŸ¤—ðŸ¥°ðŸ¤—",true,Other / unclassified,negative
00:18.0,12:01.0,119.9,true,General,UNKNOWN,GA floor to the restrooms was a joke. It was almost impossible to use a restroom and get a drink before the next act. The minimal amount of  â€œone wayâ€ stairs were also not clearly marked and more exits/entrances were needed.,true,Restrooms,negative
57:48.0,37:39.0,119.0,true,General,UNKNOWN,"Block off areas where there is no visibility of the stage, the section we were in had barely any view until we found seats further away  from the stage",true,Other / unclassified,
00:18.0,37:11.0,590.0,true,General,UNKNOWN,The number of people on field level makes it very difficult to navigate the stadium during breaks between bands.  Very long lines everywhere and quite congested.,true,Queues and wait times,negative
00:18.0,18:48.0,519.76,true,General,UNKNOWN,Make seating more accessible,true,Other / unclassified,neutral
28:03.0,31:21.0,199.5,true,General,UNKNOWN,Floor seating is awful. Too tight you cant even move let alone enjoy music. Could not see the stage at all and could barely see the video screens.,true,Other / unclassified,negative
00:18.0,28:11.0,149.94,true,Premium,UNKNOWN,First time at the Stadium and I had a blast - friendly staff and attendees.  Would love to see more/better food choices,true,Staff and service,positive
10:37.0,59:47.0,572.4,true,General,YES,Parking booth needs more attendants. 1 attendant for 2 lanes is stupid.,true,Parking and transportation,negative
10:37.0,43:40.0,758.76,true,Premium,YES,Thank you for adding vegan options!  Absolutely appreciated!!!!,true,Other / unclassified,positive
57:48.0,49:44.0,129.5,true,General,UNKNOWN,Make sure staff are knowledgeable at seating locations. I had to ask about 8 staff members where my seating local was and they just said I donâ€™t know.,true,Staff and service,negative
28:03.0,37:50.0,79.5,true,Premium,UNKNOWN,More signs and more info for disabled people.,true,Other / unclassified,neutral
19:30.0,52:47.0,,false,Unknown,NO,"You have to figure out a quicker way for parking to flow, Iâ€™m sure you have heard this many times. Itâ€™s not a good experience to pay for a ticket and only be able to watch the second half because of poor parking management. I was in line for over 1 hour attempting to park",true,Parking and transportation,
10:37.0,56:07.0,393.88,true,General,YES,Price food at a reasonable price,true,Affordability and value,neutral
00:18.0,42:39.0,259.88,true,General,UNKNOWN,Improve parking flow/entry,true,Parking and transportation,neutral
00:18.0,31:40.0,399.75,true,General,UNKNOWN,Getting into the stadium was a mess. It took way to long. System of a Down even acknowledged they were about 15 minutes away yet it took then two hours to get to the stadium. If it took that long for the headliners who are probably getting top notch assistance can you even imagine how normal fans are experiencing the parking?  It was the worst. Plus we had paid for parking Pruitt yet were instructed to park in a different spot due to the one we paid for being full.,true,Parking and transportation,negative
00:18.0,50:44.0,149.94,true,Floor/Pit,UNKNOWN,The general admission entrance and exit to use the restroom was a hassle.,true,Entry and wayfinding,negative
10:37.0,59:13.0,371.02,true,Premium,YES,Need non-alcoholic beer,true,Food and beverage,neutral
57:48.0,31:15.0,99.5,true,Floor/Pit,UNKNOWN,Allow entry through any gate. Donâ€™t funnel gates into tiny pathways. There were people squeezing by in both directions because they realized they were at the wrong entry gate after waiting in the line for a while. Need clearer signage for the GA Pit entry stairwells.,true,Entry and wayfinding,negative
10:37.0,44:40.0,322.0,true,Supporters Section,YES,"More non alcoholic options INSIDE the stadium. Not everyone drinks! If you give non alcoholic options at fan fest, why not sell it inside the Banc? Cmon!",true,Other / unclassified,positive
00:18.0,13:04.0,259.88,true,Floor/Pit,UNKNOWN,More bathroom access,true,Restrooms,neutral
57:48.0,01:51.0,298.5,true,Floor/Pit,UNKNOWN,"The GA Pit entry line was VERY small and no employees were telling people where to go.  Lots of pushing and showing and only a small one lane entry.  PLEASE make this easier, safer, and add more lanes next time.  We need staff outside directing too.",true,Entry and wayfinding,
00:18.0,21:51.0,159.9,true,General,UNKNOWN,"Parking was horrible..la needs to develop better parking for concerts.. we shouldnt have to park and walk 30 minutes , especially those ofbus with health issues..please develop an actual parking structure for everyone .",true,Parking and transportation,
28:03.0,27:16.0,779.0,true,Floor/Pit,UNKNOWN,"well first off, the parking situation was terrible. i wanted to pay beforehand, but it was sold out ðŸ¤¨. Next everything was so confusing and i had no idea what was where. In addition, the staff spoke to one side of people but didnâ€™t speak to anyone else, like the majority had no idea what he said. Also they had people crowded like three different lines in one section which lead to everyone cutting and pushing which is so frustrating to people who lined up early. Additionally, some staff was being extremely rude when people tried getting confetti. Finally the entire getting out of parking and leaving situation was so terrible it had be stressed the heck out.",true,Parking and transportation,
57:48.0,21:45.0,119.0,true,General,UNKNOWN,Starting later,true,Other / unclassified,neutral
00:18.0,26:27.0,59.95,true,General,UNKNOWN,More security,true,Staff and service,positive
00:18.0,33:50.0,299.88,true,Floor/Pit,UNKNOWN,The signage to get down to the pit area was very unclear. We circled the whole stadium from the southeast entry until we finally asked for the entrance down to the floor. There was a sign near the aisle that led down to the pit that said no floor access. Also very crowded through the concession areas.,true,Entry and wayfinding,negative
00:18.0,28:00.0,299.88,true,Floor/Pit,UNKNOWN,N/a,false,Other / unclassified,neutral
19:30.0,49:27.0,,false,Unknown,NO,Great field,true,Other / unclassified,neutral
10:37.0,53:28.0,252.0,true,General,YES,Lower your season ticket prices. There are still a lot of empty seats in the stadium.,true,Affordability and value,negative
28:03.0,10:39.0,59.5,true,General,UNKNOWN,"No, but you guys should do confetti in the 200 levels so everyone gets a chance to get some.",true,Other / unclassified,positive
57:48.0,37:42.0,168.5,true,General,UNKNOWN,I do wish there wAs somehow an easier way to get to restrooms or have more restroom availability,true,Restrooms,negative
28:03.0,35:26.0,798.0,true,Floor/Pit,UNKNOWN,staff closer to the stage could have been better at letting people leaving the stadium about leaving and not screaming at attendees  they were sone who were extremely rude and with an attitude first time i experienced that coming from staff,true,Staff and service,negative
19:30.0,37:32.0,161.64,true,General,YES,My son will hopefully enjoy it,true,Other / unclassified,positive
19:30.0,46:50.0,150.26,true,General,YES,You need to fix the sink in the mens bathroom near 116. Itâ€™s been broken for an embarrassingly long time,true,Queues and wait times,negative
10:37.0,41:17.0,44.0,true,Supporters Section,YES,Be consistent with quality of food.,true,Food and beverage,neutral
28:03.0,22:01.0,389.5,true,Floor/Pit,UNKNOWN,Please have better qualify vegetarian and vegan food options available.,true,Food and beverage,negative
57:48.0,56:31.0,99.5,true,Floor/Pit,UNKNOWN,"Food lines need to move faster, especially for simple things like beer.",true,Food and beverage,negative
28:03.0,29:51.0,199.5,true,General,UNKNOWN,Having a single entrance for floor seating at the very back of the stadium making leaving your seat and getting back to it a massive pain. We could exit from any access point but could only enter from a wildly inconvenient location.,true,Entry and wayfinding,negative
57:48.0,14:32.0,518.0,true,General,UNKNOWN,Better efficiency at the bar and Concessions stands. Better educated staff. Better lyft/Uber pickup and drop off areas. Better seating instructions.,true,Parking and transportation,positive
00:18.0,07:18.0,259.88,true,General,UNKNOWN,"Parking is a nightmare, one of the worst parking experiences I have ever had",true,Parking and transportation,negative
57:48.0,47:12.0,199.0,true,Floor/Pit,UNKNOWN,Kind of scary maskless people roaming the stadium,true,Other / unclassified,negative
19:30.0,02:28.0,324.6,true,Premium,YES,The women's bathroom sink in midfield box is STILL broken. This is just one reason why I will not be renewing my seats in this section as a member. I expect to move to Section 122 if possible.,true,Restrooms,negative
00:18.0,50:06.0,149.95,true,Premium,UNKNOWN,Only issue is parking,true,Parking and transportation,negative
28:03.0,14:06.0,558.0,true,Floor/Pit,UNKNOWN,More signage around the perimeter of venue on where to park. More traffic control is necessary,true,Parking and transportation,neutral
10:37.0,54:06.0,134.26,true,General,YES,Have another hotdog place at the other end of the stadium because we could not buy hotdogs because it was closed down because of the Galaxy fans.,true,Fan atmosphere and connection,negative
28:03.0,15:01.0,159.0,true,Premium,UNKNOWN,Staff need to be more knowledgeable in directing you to your seating locations.,true,Staff and service,negative
00:18.0,50:51.0,319.8,true,General,UNKNOWN,"Recommend more ushers at entrances to seats, especially on the lower (100) level.  This would be to verify attendees have tix for that section..and if not to turn them away. Throughout the show attendees would gather in the aisle in large groups and block the view.",true,Other / unclassified,neutral
00:18.0,14:11.0,299.88,true,Floor/Pit,UNKNOWN,get the security to understand we canâ€™t hear what theyâ€™re saying over the music and to stop trying to make announcements to people in the back,true,Staff and service,negative
00:18.0,16:06.0,199.9,true,General,UNKNOWN,"My only complaints are food and beverage prices. There was not enough merch stands, causing the few to become overly crowded. I waited an hour at a merch line and purchased a poster. I noticed the worker brought out a different style poster but refused to sell it to me and did not really give a reason why. I had to return later during the show and wait another 30 minutes to purchase it. We parked at the flower street building and it was a nightmare to get out. We were stuck in our car at a stand still for over an hour. People were getting very angry and driving around others in attempt to get out. It could have turned very dangerous in the split of a second. That being said, there needs to be more personal at parking structures and on the street to coordinate the traffic better. Besides that, I had an amazing time and would do over again in a heartbeat.",true,Parking and transportation,
57:48.0,33:34.0,79.5,true,General,UNKNOWN,The drink service was very slow! The floor service definitely need more stations for the price paid. Large selection of drinks,true,Staff and service,negative
00:18.0,29:30.0,79.95,true,General,UNKNOWN,Informing people that the stadium only takes ticketmaster digital tickets to discourage people from buying resale tickets from stub hub and auch outlets as those are not hinored at your venue.,true,Other / unclassified,neutral
19:30.0,35:23.0,114.5,true,General,YES,"I've been to almost every game from Day 1.  The parking situation last night was a disaster.  The pre-game concert brought in many thousands of people who parked and then were trying to get out of the parking lot one hour before kickoff, just as people attending the game were arriving.   Hopefully, some lessons were learned from this for future planning - don't plan events for pre-game that are going to bring a huge crowd of people in who have no intention of intending the game.  It took us 90 minutes to get from Figueroa into the parking lot - we arrive very early, always, and we still missed 15 minutes of the game.",true,Parking and transportation,
57:48.0,27:03.0,398.0,true,Floor/Pit,UNKNOWN,"The show was amazing. The staff was really nice/patient. Getting into the stadium/ticket check/bag check/exiting the stadium was the worst process I have ever experienced. The staff tried really hard but itâ€™s not their fault. It was unsafe/disorganized/probably a fire hazzard. It was my first time at the stadium, and the process of getting in and out would deter me from ordering more tickets there.",true,Staff and service,
00:18.0,07:53.0,319.8,true,General,UNKNOWN,Korn sounded low compared to SOAD,true,Other / unclassified,neutral
00:18.0,12:11.0,199.9,true,General,UNKNOWN,"Doesn't really matter to me because I think it's all crap anyways but you guys made a big deal about all the covid testing online and on on your sight and nobody even asked to see anything about a vaccination or negative test  also how is there a no smoking policy for outside !! Have a designated smoking area and make sure there is enough merchandise to purchase , everything was sold out !",true,Other / unclassified,
28:03.0,59:48.0,79.5,true,General,UNKNOWN,We had a blast!,true,Other / unclassified,positive
00:18.0,09:40.0,159.9,true,General,UNKNOWN,Make the drinks cheaper. 70$ for 2 double shot margaritas is a scam,true,Affordability and value,negative
